ExpProgressive,40 0.0013320035796287003 0.000245546702168144 0.016795161682611682 0.0005185573956688374 0.000245546702168144 0.0 0.00013429426270238648 0.017905125874687393 0.015661922921610085 0.0017930727900505887 0.0 0.0017930727900505887 0.0014078786743271043 0.013782966972222963 0.000245546702168144 0.010257568017018364 0.0062582988384826356 0.014755611207635917 0.0007827237529776899 0.004042327131048625

SimAnnealing,15 0.002144053289453013 0.011316560903146373 0.020381307262712853 0.002144053289453013 0.022506508151335897 0.0 0.019853905530852183 0.006744039091965966 0.015661922921610085 0.006727281402339325 0.004042327131048625 0.0005185573956688374 0.016800049342086124 0.013782966972222963 0.011573977635466718 0.010257568017018364 0.009836298319459749 0.033821905326035975 0.004328604328837074 0.023805461843089838

PI,15 0.002144053289453013 0.014779118522251066 0.015370758064347198 0.015792260507595073 0.0013494595063231188 0.007850046607324275 0.012273611177378982 0.0036987944937024817 0.01623889948528291 0.00837535362798162 0.013020724839900053 0.0061586836834798256 0.025076253306443447 0.013421512916803886 0.017084464574360497 0.011783681501488986 0.009954998620981788 0.0022634518280428314 0.0151917766293071 0.013664499416390183

rand,9 0.002144053289453013 0.017036751708062427 0.018085271038173784 0.002144053289453013 0.017767107680956858 0.0028532294046248892 0.012506589612327144 0.04092064884843251 0.015661922921610085 0.013438968843498308 0.009862365836656745 0.007814203771178405 0.01421005531201305 0.013782966972222963 0.011573977635466718 0.010257568017018364 0.03100777719720658 0.004328604328837074 0.015195500560335246 0.0075393311121636376

ExpProgressive,15 0.002144053289453013 0.01993257357382169 0.020381307262712853 0.002144053289453013 0.01913053192863551 0.0 0.019853905530852183 0.027375082479253625 0.015661922921610085 0.03293700621547363 0.004042327131048625 0.014899448043597918 0.01981340778092113 0.013782966972222963 0.011573977635466718 0.010257568017018364 0.01965281325533249 0.043453387438947895 0.010257568017018364 0.008596229287088314

bonr,9 0.002144053289453013 0.012212631806793148 0.027753759715677864 0.002144053289453013 0.02038479844805174 0.001062251325777634 0.019853905530852183 0.02755708960825409 0.015661922921610085 0.03293700621547363 0.013773889890341867 0.015474562641756668 0.01981340778092113 0.013782966972222963 0.011573977635466718 0.010257568017018364 0.043592336615435455 0.02755708960825409 0.013887004295321692 0.023805461843089838

rand,40 0.002144053289453013 0.014091122264801753 0.0038382091615685654 0.002144053289453013 0.006182423743784235 0.0023521279356504736 3.0024193914399596e-05 0.013401962278906138 0.0061938282825579226 0.0 0.007303094237565855 0.007814203771178405 0.00034562734854947047 0.0037057768643802493 0.005267965930686005 0.008577609631947605 0.006616028962873574 0.0005185573956688374 0.0007617766409443879 0.0075393311121636376

b2,15 0.0013494595063231188 0.022284236018093647 0.0032575086668676055 0.0013320035796287003 0.017767107680956858 0.0028532294046248892 0.019853905530852183 0.01083524281775896 0.015661922921610085 0.017729868370675434 0.013773889890341867 0.005359434986564754 0.0013494595063231188 0.013782966972222963 0.006038121416443714 0.010257568017018364 0.0444602452906819 0.000245546702168144 0.014470032246915242 0.005064778943962982

EI,9 0.002144053289453013 0.0048946418451147255 0.024004924898784714 0.021839226260230625 0.023527563490114704 0.021410508700615727 0.0012272680194621935 0.022278417375862173 0.015445934921977825 0.022208360923395246 0.020757657042244505 0.021597636234779886 0.017819242715350857 0.0008481252916594429 0.04201897575604527 0.012273611177378982 0.007303094237565855 0.023822452278405737 0.013997093006341155 0.00848707155882589

progressive,9 0.002144053289453013 0.025076253306443447 0.027753759715677864 0.002144053289453013 0.02038479844805174 0.0 0.019853905530852183 0.05490703555306776 0.015661922921610085 0.03293700621547363 0.013773889890341867 0.015474562641756668 0.01981340778092113 0.013782966972222963 0.011573977635466718 0.010257568017018364 0.04896690007180203 0.043453387438947895 0.013887004295321692 0.023805461843089838

