b2,20 0.17120215694751792 0.1495621562610374 0.21815966490839547 0.12801008791438034 0.40801884938952493 0.3754498325577316 0.11239331356595092 0.19872572328893323 0.13972780760822526 0.1310978185806603 0.15848058234820295 0.22942295924240264 0.19313563904601314 0.15997786188856092 0.13999826904496246 0.1767554128495559 0.12872223285237075 0.18078548952191806 0.1761364106517476 0.38164146629956613

bonr,40 0.15081478842690352 0.0 0.17596866162859282 0.05140355671564831 0.1894685656106395 0.1637351560922982 0.06737552147014295 0.0 0.08969640509487724 0.17120215694751792 0.1634424703406067 0.1761364106517476 0.1259069006341227 0.0 0.0 0.13999826904496246 0.1485252399509913 0.1566381974086473 0.1761364106517476 0.1720552671226625

PI,10 0.2322539415433452 0.13914944071688834 0.18400981650693934 0.1627345032665332 0.1363977644397646 0.34211994693995357 0.2858571246632182 0.19522638240975818 0.194344409962872 0.1347118762470409 0.194344409962872 0.2019335338661313 0.15906446166353877 0.22292519824378418 0.21003493169826196 0.1938400530689371 0.2503589890278617 0.2874791433115862 0.26983908153355124 0.15848058234820295

b2,25 0.15785734203709237 0.1495621562610374 0.21815966490839547 0.12801008791438034 0.40801884938952493 0.3754498325577316 0.11239331356595092 0.19872572328893323 0.1310978185806603 0.1310978185806603 0.15848058234820295 0.18532707662537767 0.19313563904601314 0.15997786188856092 0.13999826904496246 0.1767554128495559 0.12872223285237075 0.18078548952191806 0.1761364106517476 0.38164146629956613

ExpProgressive,15 0.19437080008350757 0.2948492567296972 0.18394487857738703 0.05140355671564831 0.17120215694751792 0.1637351560922982 0.13938734519792062 0.1541333197313017 0.1894685656106395 0.1637351560922982 0.18869743708451384 0.2595616113230832 0.2407680840039283 0.18024414686030912 0.04030063596489152 0.18699237508137742 0.2150540876635901 0.20536659566283155 0.13050241796716078 0.21276744587312005

EI,20 0.2322539415433452 0.12873253187371508 0.2560299301027962 0.19447152920251168 0.16517704661744803 0.07564136761639453 0.14182227285354332 0.19450283412657185 0.17562027311596004 0.1664793284974836 0.19240588743350495 0.12913444563604862 0.16964790646506678 0.19872572328893323 0.1369015145865365 0.07427939491905101 0.14350888750857613 0.28838806288153884 0.24037134528044773 0.1478687832293753

focus,10 0.2273866608245808 0.2948492567296972 0.21815966490839547 0.1894685656106395 0.08969640509487724 0.04030063596489152 0.27409095714412485 0.1894685656106395 0.19497727524584532 0.17120215694751792 0.18869743708451384 0.11782288896640192 0.18312129640530733 0.12487042502539208 0.22357362497187214 0.22357362497187214 0.1894685656106395 0.19497727524584532 0.3630258621577368 0.1894685656106395

EI,55 0.16112862772954958 0.14221716902469467 0.13854901493743124 0.15997786188856092 0.12178770751874682 0.1149427738901126 0.11673472870312478 0.11310456818218825 0.12304853581898467 0.13294318092396765 0.07045861128824281 0.1767554128495559 0.022175036998653225 0.1738069511928032 0.11310456818218825 0.15521360384774585 0.05297376054275877 0.11717213383922656 0.12178770751874682 0.14188000964456488

bonr,50 0.15081478842690352 0.0 0.17596866162859282 0.0 0.1761364106517476 0.1637351560922982 0.06737552147014295 0.0 0.04030063596489152 0.17120215694751792 0.1634424703406067 0.1761364106517476 0.1259069006341227 0.0 0.0 0.13999826904496246 0.1485252399509913 0.1566381974086473 0.1761364106517476 0.1259069006341227

PI,35 0.16112862772954958 0.13600690248440572 0.1495621562610374 0.1970902179208064 0.15043885383177638 0.13603845868394748 0.1965852912454185 0.16609699631626307 0.1478687832293753 0.05140355671564831 0.12304853581898467 0.14182227285354332 0.16362823876564309 0.15043885383177638 0.13794528249855617 0.13294318092396765 0.1566381974086473 0.1363977644397646 0.07045861128824281 0.14034028928292344

EI,30 0.16112862772954958 0.11540829901693386 0.14823003786521363 0.13273176792600072 0.05140355671564831 0.11782288896640192 0.15142662682337238 0.16525118810497053 0.22079264049276195 0.07045861128824281 0.1247157775721144 0.2156911344219965 0.2118309283019631 0.2288735894726479 0.12304853581898467 0.16883131230633583 0.2179123407493787 0.1738069511928032 0.16413841090884568 0.1720552671226625

focus,50 0.05297376054275877 0.1761364106517476 0.08969640509487724 0.15174946865951547 0.08969640509487724 0.04030063596489152 0.17100349350329494 0.0 0.09681948638067552 0.0 0.14350888750857613 0.0 0.0 0.12487042502539208 0.04030063596489152 0.15174946865951547 0.1761364106517476 0.12956885152813985 0.05140355671564831 0.06737552147014295

UCB_plus,40 0.16112862772954958 0.08967636770198141 0.14823003786521363 0.14178407502101395 0.1525574811174914 0.1955440418999915 0.13600690248440572 0.16495406293133133 0.2613489380363248 0.16413841090884568 0.14221716902469467 0.12872223285237075 0.17280232550184318 0.11717213383922656 0.12913444563604862 0.08967636770198141 0.19479411496676605 0.19152908002081342 0.09234776151038303 0.12304853581898467

rand,40 0.16112862772954958 0.14178407502101395 0.15979244823783947 0.16522300359470993 0.06737552147014295 0.04030063596489152 0.15274380421609524 0.21358779845919731 0.13922952273154507 0.17040947331437747 0.128999971606156 0.205812157561946 0.1541333197313017 0.0 0.1666627697902731 0.20810347131188664 0.1541333197313017 0.14729826964738724 0.19053274114752183 0.12165314308250288

focus,40 0.05297376054275877 0.18312129640530733 0.18024414686030912 0.15174946865951547 0.08969640509487724 0.04030063596489152 0.17713745509670012 0.08969640509487724 0.09681948638067552 0.17120215694751792 0.14350888750857613 0.0 0.09681948638067552 0.12487042502539208 0.1894685656106395 0.15174946865951547 0.1761364106517476 0.12956885152813985 0.05140355671564831 0.06737552147014295

UCB_plus,15 0.2322539415433452 0.18532707662537767 0.04633396552917071 0.15378865938598468 0.1252749517104723 0.28505853591995833 0.1528243498952075 0.1566810624355451 0.1627345032665332 0.23051145427828543 0.21376284352488806 0.21867491657195148 0.20993552019848316 0.2636569385269418 0.15044963263444303 0.12626513820252921 0.18484226136994797 0.14188000964456488 0.21279585157531716 0.18024414686030912

b2,50 0.15785734203709237 0.14034028928292344 0.14936717484485176 0.12801008791438034 0.12022094468393346 0.13999826904496246 0.11239331356595092 0.14034028928292344 0.11717213383922656 0.1310978185806603 0.12708490034341696 0.17209965329589846 0.19313563904601314 0.12165314308250288 0.11239331356595092 0.1259069006341227 0.06737552147014295 0.13600690248440572 0.1761364106517476 0.14212229759844297

ExpProgressive,55 0.1259069006341227 0.0 0.1541333197313017 0.0 0.1761364106517476 0.14712476952795728 0.06737552147014295 0.0 0.04030063596489152 0.17120215694751792 0.1634424703406067 0.12022094468393346 0.1259069006341227 0.0 0.0 0.13999826904496246 0.1485252399509913 0.1566381974086473 0.1761364106517476 0.1259069006341227

PI,25 0.16112862772954958 0.23577638336276358 0.11553319148194786 0.022175036998653225 0.17439621822079468 0.18366001699489753 0.17630599021947913 0.2025511901929639 0.24183184818927556 0.12801008791438034 0.04030063596489152 0.15979244823783947 0.11782288896640192 0.14237176351162345 0.14189034216044258 0.14884791844536602 0.19350354844514872 0.17108591426842049 0.14188000964456488 0.2046331490962621

UCB_plus,35 0.16112862772954958 0.13600690248440572 0.1495621562610374 0.1970902179208064 0.15043885383177638 0.13603845868394748 0.1965852912454185 0.16609699631626307 0.1478687832293753 0.05140355671564831 0.12304853581898467 0.14182227285354332 0.16362823876564309 0.15043885383177638 0.13794528249855617 0.13294318092396765 0.1566381974086473 0.1363977644397646 0.07045861128824281 0.14034028928292344

