b2,20 0.07816254343422656 0.07224599608455837 0.08742032980615042 0.03128124418629438 0.05984798125489733 0.07987461346841959 0.09056247134442355 0.046656236373139225 0.07454124143064171 0.08054169973637386 0.09356220741155692 0.06648974705654995 0.06997849221885494 0.05414665328948668 0.04055021729613617 0.06617798914815362 0.06436427728824991 0.06184654476630091 0.04370379920346237 0.03118569312158719

bonr,40 0.05554830360170706 0.032483712581390496 0.06787398980602675 0.0492936557175338 0.09061029255090254 0.06370744746800212 0.03269713695432471 0.09029089920673301 0.03228296597046664 0.0384539517168054 0.03248145818777078 0.06561358897594495 0.06997849221885494 0.06822419855398688 0.03248145818777078 0.03123198189698262 0.032476725703089335 0.037015669897248846 0.04370379920346237 0.03118569312158719

PI,10 0.0635648322391064 0.07993008868940456 0.12231887130848786 0.03408456015985146 0.13265912888966117 0.035117448151316955 0.03652740489792954 0.10471387228762405 0.1075760497586453 0.03643793578735771 0.08040087127301707 0.08077507372080751 0.0672541791462148 0.1223202046966313 0.08484591459003293 0.03621582375419119 0.11492226814393175 0.0316595767023596 0.0535377633653537 0.054028627234048346

b2,25 0.07816254343422656 0.042965538215002944 0.08742032980615042 0.03128124418629438 0.05461058951453768 0.0629600124863776 0.09054991856369786 0.046656236373139225 0.07454124143064171 0.07342678602574687 0.09356220741155692 0.06370744746800212 0.06997849221885494 0.05414665328948668 0.04055021729613617 0.06441324507220143 0.06436427728824991 0.06441324507220143 0.04370379920346237 0.03118569312158719

ExpProgressive,15 0.033553927408424424 0.057880305913104765 0.08806601936832156 0.049665868998863605 0.13701653175780446 0.0875836566488015 0.09328993317434804 0.2295970880331445 0.07454124143064171 0.0933503818009034 0.03216987936817428 0.08138073611661878 0.06997849221885494 0.0831901982336818 0.03927905040418191 0.06091259052965595 0.1053299961982548 0.0684727108387122 0.04370379920346237 0.03118569312158719

