b2,20 0.0014605922880703045 0.0014908166722601179 5.012677469197884e-05 0.04711700378237688 0.012336541593508353 0.0029394744246046874 0.00430056338338362 0.0023267515662288825 0.00012342414005957217 0.0017011369947678358 0.0034925677204490917 0.0014905148595791926 0.0047813078680004825 8.165326501949897e-05 0.003003027551988118 0.0031000387708569914 0.001369099929652638 0.0031546668661044863 0.005562140389651726 5.012677469197884e-05

bonr,40 0.0012914909545575393 0.002251255279900261 0.003808048204210668 8.488697231512808e-05 6.925738705292068e-05 0.003852155971723049 0.00430056338338362 0.0023267515662288825 0.0013985913401887756 0.0016430596117383367 0.001830743983176651 0.0 0.0047813078680004825 0.00013848028122802136 0.0024416559654669035 0.0016254682440501145 0.017115098654502683 5.012677469197884e-05 5.4973024025694984e-05 0.012571093162684649

PI,10 0.0024629122014235053 0.06366927352627046 0.001990834052358929 0.018459458567538896 0.005993301362402275 0.006195084697649533 0.023247070008960993 0.003174241574267361 0.1340821719861626 0.005599220233308274 0.0032263258197756275 0.003982625282077365 0.025357171809602178 0.026767930512441973 0.0017131232698103008 0.00013848028122802136 0.004043160282651542 0.0014357574160398729 0.02221099019144142 0.0033987902088758472

b2,25 0.0014605922880703045 0.0014908166722601179 5.012677469197884e-05 0.04711700378237688 0.012336541593508353 0.0016614270691775101 0.00430056338338362 0.0023267515662288825 0.00012342414005957217 0.0017011369947678358 0.0034925677204490917 0.0014905148595791926 0.0047813078680004825 8.165326501949897e-05 0.003003027551988118 0.0031000387708569914 0.001369099929652638 0.0031546668661044863 0.005562140389651726 5.012677469197884e-05

EI,20 0.0015617857683748583 0.0018786459672492366 0.003029716416201377 6.613147000047923e-05 0.0276893215112099 0.004598495615554249 1.778970173568767e-05 0.01637953803499025 0.0014357574160398729 0.00010482816730484097 0.0013985913401887756 6.066866047572973e-05 0.0035048126920752074 0.0030008717471243654 0.0043617882415141985 0.0014535212481171956 0.0020833180810139224 7.475468945549021e-05 8.350294559259883e-05 0.00011776299648735743

focus,10 0.01044288260118794 0.002251255279900261 0.0035452987074164836 0.04628055149524082 0.002750539686345397 0.09061683432317975 0.00430056338338362 0.0023267515662288825 0.004642474034774806 0.0017011369947678358 0.0034925677204490917 0.01333295460153487 0.00304372914781577 0.003604669573364234 0.003604669573364234 0.0018786459672492366 0.018646151268739884 0.00014757777775305792 0.005562140389651726 0.012571093162684649

