UCB_minus,35 0.15171976132789453 0.16382863568711717 0.11524883053258468 0.15595168226950054 0.17667487131101303 0.19757470746224362 0.15331809705365973 0.16124461704463344 0.20452625607334088 0.2294862653446585 0.11869294826045565 0.15309239924587653 0.16475620298576507 0.1227646830570452 0.131336296212982 0.18487905831628587 0.16632048737199626 0.1557823859446889 0.15287957279416187 0.131336296212982

b2,40 0.1431510315948239 0.15171976132789453 0.11869294826045565 0.11508131928693506 0.10003054088693338 0.1559191259295745 0.09974446313458173 0.15379804098614008 0.14594401801237383 0.11465331252352128 0.09091901914819304 0.13857550375712646 0.14706622691377952 0.14745834860630427 0.1077961056236522 0.07028935885188367 0.1326557346652029 0.1066915516822661 0.13857550375712646 0.1077961056236522

ExpProgressive,15 0.1866894895278711 0.1078831708473737 0.19185381628088574 0.12741631093164646 0.21920428423798768 0.19078160016750867 0.23055066837060015 0.23451155769129994 0.1748501553274559 0.11538691525746261 0.12851440707690176 0.281746956547403 0.1727668188367198 0.16048839177588312 0.1876713702920943 0.2985713630240814 0.13671459492135737 0.11448534347478602 0.13857550375712646 0.3458497900886151

UCB_plus,10 0.17379214088087133 0.2653570789134734 0.3236730470731905 0.11508131928693506 0.17973658343126486 0.21614556648456854 0.14149835911457487 0.21327044708925896 0.35333879298021603 0.18682220459291615 0.2713809376906612 0.3897923108778326 0.16443910704647913 0.28258595303054584 0.12011938287907611 0.3098163321306938 0.14109541461293992 0.3174365906117556 0.24040094333444065 0.17036016466625808

progressive,50 0.10492285060281108 0.1078831708473737 0.1872487243332605 0.1759899195825954 0.1529467980413365 0.1627383650218919 0.139946386528863 0.16013590361646968 0.1414757583792889 0.09363489291085027 0.12851440707690176 0.1518716579720757 0.14706622691377952 0.1198437916253493 0.15526041176546737 0.08506240860582398 0.13293783239979645 0.07288286619184309 0.13524643021321975 0.14795259438804448

bonr,20 0.1866894895278711 0.1078831708473737 0.16301700734638833 0.1759899195825954 0.08031271459028543 0.14227633119684155 0.20469446475480982 0.08506240860582398 0.13587898091908068 0.11465331252352128 0.24645069186746807 0.15526041176546737 0.1557823859446889 0.16048839177588312 0.2651725655678743 0.20880559160212417 0.18110991739837956 0.11448534347478602 0.15287957279416187 0.24723394541238936

UCB_minus,25 0.15171976132789453 0.16467291021125188 0.18701495939587087 0.1326557346652029 0.13508458627072223 0.17643556311469213 0.179857552283066 0.19065972768096057 0.18838782830833764 0.12843942045267218 0.1647852198756171 0.15287957279416187 0.1948001738546232 0.13121318699187268 0.1351506674091396 0.3134006857006345 0.13377275317396575 0.20673271194204898 0.2561185753550933 0.1759899195825954

rand,20 0.1066915516822661 0.1078831708473737 0.20880559160212417 0.2438144291343303 0.1431510315948239 0.2278349039095957 0.20918138191509467 0.15257393532044145 0.20149188896661144 0.11465331252352128 0.14135762714911052 0.1631903994179695 0.1898181895713757 0.16048839177588312 0.1337508844388536 0.24002911071679459 0.11403116401324723 0.11448534347478602 0.15287957279416187 0.22860116670944056

EI,40 0.15171976132789453 0.15508129983822572 0.21321796375396745 0.18452344639179036 0.13587898091908068 0.20333343603359377 0.1486125628866161 0.2153069521324757 0.09974446313458173 0.13524643021321975 0.11936431837908837 0.12584534875252892 0.14704763571147123 0.14406612664273066 0.25726504371969927 0.10957483184757008 0.1759899195825954 0.1647797539836886 0.12380161191819243 0.18976732611468017

