UCB_minus,35 0.025440148843649268 0.003012353157518984 0.024419012180083507 0.006138646705464091 0.0006850846259798513 0.00045348275389596823 0.0558870403623016 0.003147927799291839 0.0005586829067780108 0.003641765643366578 0.0005145490340306771 0.0005047991980904168 0.006627292329215614 0.005913650491458076 0.013980341676942934 0.0005246450179924858 0.023949116240832485 0.003641765643366578 0.0004958858865355632 0.00045348275389596823

b2,40 0.11329857430283626 0.0031378318153300307 0.0005246450179924858 0.023209224844774248 0.0002787068486828348 0.07399058188924706 0.04913426937527493 0.003151389279507316 0.005960380474367017 0.023417202114387498 0.07666457535570315 0.0003126293547945105 0.07590304970829817 0.07947702803077833 0.00042907931837685425 0.00042907931837685425 0.005660962435728245 0.005796825534185722 0.022623946231673984 0.003147927799291839

UCB_plus,10 0.025440148843649268 0.0006214510813519964 0.04907657803835031 0.003641765643366578 0.10491313848084288 0.0007436124872898772 0.006473833372996128 0.0005137990466506573 0.12460319177321534 0.013620636191217938 0.0035984971406731138 0.1524911840425762 0.025058809106577533 0.12204169641376228 0.02440055095226763 0.05292747477806863 0.17199085592309743 0.0 0.13615299742552409 0.18086666810895008

bonr,20 0.023923732052585654 0.043647823233743666 0.0007752273399245686 0.2001759585776201 0.10094397450042908 0.07399058188924706 0.014729463686909115 0.07714052888533125 0.005960380474367017 0.11588603076390541 0.07666457535570315 0.006076628518270126 0.00572384599297608 0.014067744052383736 0.05263901809344554 0.1564805399909136 0.005660962435728245 0.0005047991980904168 0.022623946231673984 0.0002613994476054489

UCB_minus,25 0.025440148843649268 0.006185665145057655 0.09779979663803734 0.00572384599297608 0.006802962450151079 0.0618984776698469 0.0 0.0006214510813519964 0.0029748537885179813 0.0034450381844536274 0.006338835644592519 0.025263324895975308 0.00042907931837685425 0.0004958858865355632 0.0244089161961217 0.0006214510813519964 0.0004500789650174154 0.013620636191217938 0.013554579610439247 0.0030648522741203873

rand,20 0.025176787890588376 0.0031378318153300307 0.0005246450179924858 0.025260728785813702 0.0005145490340306771 0.023581045511253416 0.04913426937527493 0.022623946231673984 0.0034450381844536274 0.003171869704115556 0.02442853125067607 0.003627342809135423 0.003338886124512328 0.0007895059458134119 0.00042907931837685425 0.006076628518270126 0.005660962435728245 0.0005047991980904168 0.005660962435728245 0.0003126293547945105

