date    : 04/19/2024 19:03:25
file    : ../data/flash/SS-G.csv

#
 0,             #rand176,  0.33,  0.00, *                   |                   ,  0.33,  0.93
#
 1,       #progressive15,  0.44,  0.04,      -*-            |                   ,  0.33,  0.93
#
 2,    #ExpProgressive15,  0.44,  0.04,      -*-            |                   ,  0.33,  0.93
 2,      #SimAnnealing15,  0.44,  0.04,      -*-            |                   ,  0.33,  0.93
 2,      #SimAnnealing14,  0.44,  0.04,      -*-            |                   ,  0.33,  0.93
 2,              #bonr15,  0.44,  0.05,      --*            |                   ,  0.33,  0.93
 2,       #progressive14,  0.44,  0.03,       -*            |                   ,  0.33,  0.93
 2,    #ExpProgressive14,  0.44,  0.04,      --*            |                   ,  0.33,  0.93
 2,       #SimAnnealing9,  0.44,  0.03,       -*            |                   ,  0.33,  0.93
 2,              #bonr14,  0.45,  0.05,      --*            |                   ,  0.33,  0.93
#
 3,     #ExpProgressive9,  0.45,  0.07,       -*---         |                   ,  0.33,  0.93
 3,        #progressive9,  0.45,  0.06,       --*--         |                   ,  0.33,  0.93
 3,               #bonr9,  0.47,  0.06,       --*--         |                   ,  0.33,  0.93
#
 4,                 base,  0.54,  0.17,           ---*------|-                  ,  0.33,  0.93
#
 5,              #rand15,  0.70,  0.00,                     |   *               ,  0.33,  0.93
#
 6,              #rand14,  0.70,  0.00,                     |   *               ,  0.33,  0.93
#
 7,               #rand9,  0.70,  0.00,                     |   *               ,  0.33,  0.93
