SimAnnealing,15 0.282842712474619 0.2902763425248186 0.2902763425248186 0.20783470901701995 0.2902763425248186 0.20783470901701995 0.2902763425248186 0.21593336688643383 0.2902763425248186 0.2959289855641745 0.20783470901701995 0.2902763425248186 0.28471931574341147 0.2902763425248186 0.2902763425248186 0.2902763425248186 0.2902763425248186 0.2902763425248186 0.2902763425248186 0.2902763425248186

PI,15 0.19999999999999987 0.2929143502255349 0.2959289855641745 0.2959289855641745 0.2993088685899034 0.277989399993733 0.3321082022295831 0.17405705383053474 0.30711484273349426 0.30653628992571186 0.2993088685899034 0.29757401744438 0.2686807568703535 0.28471931574341147 0.2993088685899034 0.30304177851680325 0.23281147616033154 0.2686807568703535 0.29757401744438 0.2686807568703535

rand,9 0.2959289855641745 0.3162277660168379 0.30653628992571186 0.2902763425248186 0.2959289855641745 0.30711484273349426 0.32653823502755575 0.21593336688643383 0.30711484273349426 0.2902763425248186 0.2969270625479813 0.277989399993733 0.28471931574341147 0.2902763425248186 0.2959289855641745 0.224267380570973 0.20783470901701995 0.30304177851680325 0.3212402002741708 0.2959289855641745

EI,40 0.19999999999999987 0.2733205846836903 0.2959289855641745 0.2902763425248186 0.2959289855641745 0.21593336688643383 0.277989399993733 0.2959289855641745 0.17405705383053474 0.21593336688643383 0.224267380570973 0.2902763425248186 0.2504433937861493 0.2959289855641745 0.21593336688643383 0.2929143502255349 0.16605410111479146 0.2959289855641745 0.224267380570973 0.224267380570973

ExpProgressive,15 0.30304177851680325 0.3162277660168379 0.2902763425248186 0.2902763425248186 0.2969270625479813 0.30711484273349426 0.2902763425248186 0.19999999999999987 0.30711484273349426 0.2902763425248186 0.1852553012121891 0.2959289855641745 0.28471931574341147 0.2902763425248186 0.30711484273349426 0.1852553012121891 0.2902763425248186 0.30304177851680325 0.2993088685899034 0.2959289855641745

bonr,9 0.3440104580768907 0.32653823502755575 0.30304177851680325 0.2902763425248186 0.2969270625479813 0.30711484273349426 0.30711484273349426 0.21593336688643383 0.30711484273349426 0.2959289855641745 0.2902763425248186 0.2959289855641745 0.28471931574341147 0.2902763425248186 0.30711484273349426 0.35684349245363706 0.3440104580768907 0.30304177851680325 0.2993088685899034 0.2959289855641745

b2,15 0.19999999999999987 0.32653823502755575 0.1852553012121891 0.16605410111479146 0.28740833372722147 0.30711484273349426 0.2993088685899034 0.2504433937861493 0.2929143502255349 0.224267380570973 0.30304177851680325 0.1852553012121891 0.28471931574341147 0.2902763425248186 0.2959289855641745 0.2929143502255349 0.2902763425248186 0.2902763425248186 0.2902763425248186 0.2959289855641745

PI,40 0.19999999999999987 0.2733205846836903 0.2959289855641745 0.2902763425248186 0.2959289855641745 0.21593336688643383 0.277989399993733 0.2959289855641745 0.17405705383053474 0.21593336688643383 0.224267380570973 0.2902763425248186 0.2504433937861493 0.2959289855641745 0.21593336688643383 0.2929143502255349 0.16605410111479146 0.2959289855641745 0.224267380570973 0.224267380570973

